Sr. No.,District Name,Market Committee Name,Purchase Center Name,Storage Capacity in quintals,Type Name,Storage Capacity in tons,active_days,mean_cpns_pd,std
238,Saheed Bhagat Singh Nagar,Banga,Hakeempur,50000.0,Sub Yard,5000.0,28.0,13.821428571428571,7.64515615919078
239,Saheed Bhagat Singh Nagar,Banga,Katarian,107538.0,Sub Yard,10753.8,42.0,22.261904761904763,17.427283800800268
240,Saheed Bhagat Singh Nagar,Banga,Mahil gehla,50000.0,Sub Yard,5000.0,36.0,12.916666666666666,8.306193902315139
241,Sangrur,Sangrur,Bhindra,135000.0,Sub Yard,13500.0,20.0,26.75,17.77009611086765
242,Sangrur,lehragaga,Lehalkalan,202500.0,Sub Yard,20250.0,29.0,23.96551724137931,23.550072427278213
243,Sangrur,Dhuri,Kajhla,229500.0,Sub Yard,22950.0,28.0,32.607142857142854,31.272209039354067
244,Sangrur,Soolarghrat,Mehla chowk,442125.0,Sub Yard,44212.5,27.0,46.111111111111114,27.868279918951323
245,Sangrur,Sherpur,Katron,154125.0,Sub Yard,15412.5,28.0,33.642857142857146,10.085612362151181
246,Sangrur,Sherpur,Bari,82125.0,Sub Yard,8212.5,26.0,11.346153846153847,5.260739930407566
247,Sangrur,Cheema,Dhadhrian,83250.0,Sub Yard,8325.0,28.0,18.714285714285715,9.087464474869243
248,Sangrur,Cheema,Logowal,389250.0,Sub Yard,38925.0,34.0,115.3529411764706,51.530445459642216
249,Sangrur,Malerkotla,Khanpur,79875.0,Sub Yard,7987.5,29.0,33.758620689655174,17.887855362175983
250,Sangrur,Malerkotla,Lasoi,163125.0,Sub Yard,16312.5,32.0,40.03125,15.306512160388762
251,Sangrur,Amargarh,Dhadhogal,147375.0,Sub Yard,14737.5,22.0,23.681818181818183,16.49931128039206
252,Sangrur,Amargarh,Manvi,147375.0,Sub Yard,14737.5,30.0,37.166666666666664,14.71120458119882
253,Sangrur,Bhawanigarh,Kalajhar,37500.0,Sub Yard,3750.0,25.0,14.0,5.780715065341542
254,Sangrur,Bhawanigarh,Rampura,265500.0,Sub Yard,26550.0,28.0,67.0,44.7569568356159
255,Sangrur,Ahmedgarh,Kanganwal,195750.0,Sub Yard,19575.0,29.0,22.689655172413794,22.886526679430318
256,Sangrur,Sunam,Chhajli,159750.0,Sub Yard,15975.0,25.0,30.08,14.70521449463874
257,Sangrur,Sunam,Jakhepal,137250.0,Sub Yard,13725.0,30.0,29.433333333333334,13.705481745821904
258,Sangrur,Khanauri,Mandvi,153000.0,Sub Yard,15300.0,29.0,26.655172413793103,18.0817110877834
259,Sangrur,Sandour,Panjgraiyan,309375.0,Sub Yard,30937.5,26.0,28.53846153846154,35.448250472180725
260,S.A.S. Nagar,Kurali,Khijrabad,297000.0,Sub Yard,29700.0,32.0,53.625,36.296049727297486
261,S.A.S. Nagar,Kharar,Daomajra,67500.0,Sub Yard,6750.0,34.0,13.088235294117647,7.521152583572763
262,S.A.S. Nagar,Lalru,Hamayupur tasimbli,112500.0,Sub Yard,11250.0,32.0,21.28125,12.316352557578913
263,S.A.S. Nagar,Banaur,Kheragajju,97500.0,Sub Yard,9750.0,26.0,13.576923076923077,13.571066507605293
264,Taran Tarn,Jhabal,Sohal thathi,45000.0,Sub Yard,4500.0,29.0,19.17241379310345,13.727108127240268
265,Taran Tarn,Jhabal,Jiowala,45000.0,Sub Yard,4500.0,33.0,23.242424242424242,13.885762274336757
266,Taran Tarn,Jhabal,Dhadh kasel,45000.0,Sub Yard,4500.0,25.0,14.92,5.887274411814012
267,Taran Tarn,Bhikhiwind,Algo,324000.0,Sub Yard,32400.0,24.0,54.375,40.540706864131984
268,Taran Tarn,Bhikhiwind,Sur singh,180000.0,Sub Yard,18000.0,22.0,40.04545454545455,27.9855018123369
269,Taran Tarn,Bhikhiwind,Khalra,792000.0,Sub Yard,79200.0,26.0,105.07692307692308,104.91364947495558
270,Taran Tarn,Bhikhiwind,Basrke,396000.0,Sub Yard,39600.0,22.0,43.09090909090909,23.474219071972577
271,Taran Tarn,Bhikhiwind,Marimegha,324000.0,Sub Yard,32400.0,22.0,46.13636363636363,30.66919573610575
272,Taran Tarn,Khemkaran,Amarkot,365609.0,Sub Yard,36560.9,36.0,66.94444444444444,58.756613947194765
273,Taran Tarn,Khemkaran,Bhurakona,38814.0,Sub Yard,3881.4,26.0,14.192307692307692,4.2710114096708365
274,Taran Tarn,Khemkaran,Rajoke,102969.0,Sub Yard,10296.9,26.0,27.807692307692307,14.461035179458573
275,Taran Tarn,Khemkaran,Varnala,50000.0,Sub Yard,5000.0,24.0,17.375,7.125047673372164
276,Taran Tarn,Patti,Kot budha,95625.0,Sub Yard,9562.5,30.0,61.6,39.42570490043965
277,Taran Tarn,Nosehra Panua,Dhotian,165290.0,Sub Yard,16529.0,25.0,44.36,23.393161393877484
278,Taran Tarn,Nosehra Panua,Mohanpura,50000.0,Sub Yard,5000.0,19.0,17.0,6.599663291074443
279,Taran Tarn,Harike,Gandiwid dhatal (f.p.),50000.0,Sub Yard,5000.0,27.0,19.85185185185185,3.870039790132393
280,Amritsar,Rayya,Sathiala,49500.0,Purchase Centre,4950.0,36.0,29.25,28.277578194948532
281,Amritsar,Rayya,Kaleke,28500.0,Purchase Centre,2850.0,38.0,56.0,55.22582631244092
282,Amritsar,Rayya,Khalchiyan,30000.0,Purchase Centre,3000.0,35.0,10.514285714285714,7.66340205733961
283,Amritsar,Ajnala,Avan,189000.0,Purchase Centre,18900.0,43.0,70.90697674418605,40.64527967292047
284,Amritsar,Ajnala,Sangatpura,80250.0,Purchase Centre,8025.0,43.0,48.76744186046512,31.358781871159596
285,Amritsar,Ajnala,Khatrai kalan,84000.0,Purchase Centre,8400.0,41.0,25.609756097560975,11.953823758071072
286,Amritsar,Ajnala,Gagomahal,52500.0,Purchase Centre,5250.0,42.0,32.833333333333336,17.77490237586538
287,Amritsar,Ajnala,Chak sikander,60750.0,Purchase Centre,6075.0,41.0,34.31707317073171,16.028785082454384
288,Amritsar,Ajnala,Chamiyari,101250.0,Purchase Centre,10125.0,34.0,57.23529411764706,22.892447905870505
289,Amritsar,Majeetha,Sohia kalan,42000.0,Purchase Centre,4200.0,27.0,30.703703703703702,18.472047104111773
290,Amritsar,Majeetha,Kathunagal,54450.0,Purchase Centre,5445.0,34.0,21.705882352941178,12.911187096009566
291,Amritsar,Majeetha,Dhadhe,60750.0,Purchase Centre,6075.0,,,
292,Amritsar,Majeetha,Vadala veeram,33000.0,Purchase Centre,3300.0,21.0,13.095238095238095,3.0315798175994297
293,Amritsar,Mehta,Kohala,7500.0,Purchase Centre,750.0,29.0,25.24137931034483,13.116661085411815
294,Amritsar,Mehta,Jalal usma,60750.0,Purchase Centre,6075.0,27.0,24.51851851851852,7.4543243534844645
295,Amritsar,Mehta,Bhoewal,60750.0,Purchase Centre,6075.0,26.0,25.23076923076923,7.768179669949414
296,Amritsar,Mehta,Malwal,54450.0,Purchase Centre,5445.0,25.0,24.72,6.723838189605696
297,Amritsar,Atari,Hoshiar nagar,24000.0,Purchase Centre,2400.0,14.0,10.142857142857142,0.5345224838248487
298,Amritsar,Atari,Cheema kalan,48000.0,Purchase Centre,4800.0,33.0,21.87878787878788,10.517121682516015
299,Amritsar,Atari,Bachi wid,42750.0,Purchase Centre,4275.0,37.0,15.702702702702704,5.379306362063509
300,Amritsar,Atari,Basrke  gilan,32250.0,Purchase Centre,3225.0,36.0,19.36111111111111,7.360717270087116
301,Amritsar,Atari,Bhakna kalan,56250.0,Purchase Centre,5625.0,37.0,29.83783783783784,17.60131547090462
302,Amritsar,Atari,Raja tal,26250.0,Purchase Centre,2625.0,29.0,11.448275862068966,2.9104026095634423
303,Amritsar,Chogava,Uthian,44250.0,Purchase Centre,4425.0,33.0,42.333333333333336,26.345856726754334
304,Amritsar,Chogava,Sabajpurchhina,28500.0,Purchase Centre,2850.0,32.0,10.71875,3.4476207317043186
305,Amritsar,Chogava,Sarangaran,54000.0,Purchase Centre,5400.0,31.0,20.032258064516128,6.968901735413514
306,Amritsar,Chogava,Kakar,24000.0,Purchase Centre,2400.0,31.0,19.161290322580644,8.153104824517458
307,Amritsar,Chogava,Khiyala,60750.0,Purchase Centre,6075.0,39.0,40.84615384615385,25.32373388692332
308,Amritsar,Chogava,Jasraour,93750.0,Purchase Centre,9375.0,38.0,34.89473684210526,20.43948149985538
309,Amritsar,Chogava,Bhilowal,82500.0,Purchase Centre,8250.0,39.0,69.35897435897436,59.37591536335391
310,Amritsar,Chogava,Manawala,54450.0,Purchase Centre,5445.0,37.0,39.486486486486484,24.136903075790194
311,Amritsar,Chogava,Lapoke,63000.0,Purchase Centre,6300.0,31.0,47.806451612903224,22.977408259474792
312,Amritsar,Chogava,Vanyike,66750.0,Purchase Centre,6675.0,31.0,32.645161290322584,18.412945422712387
313,Amritsar,Gehri,Tagran,123750.0,Purchase Centre,12375.0,38.0,36.3421052631579,20.176620556220545
314,Amritsar,Amritsar,Gil mandi,112500.0,Purchase Centre,11250.0,30.0,26.166666666666668,15.794113555008577
315,Amritsar,Amritsar,Gumtala,43560.0,Purchase Centre,4356.0,,,
316,Amritsar,Amritsar,Moodhal,112500.0,Purchase Centre,11250.0,19.0,12.31578947368421,10.306700256407897
317,Bathinda,Talwandi Sabo,Kalalwala,110250.0,Purchase Centre,11025.0,30.0,20.5,14.320831222263312
318,Bathinda,Talwandi Sabo,Kot sameer,184500.0,Purchase Centre,18450.0,36.0,45.94444444444444,24.005885521732782
319,Bathinda,Talwandi Sabo,Koreana,39000.0,Purchase Centre,3900.0,30.0,14.066666666666666,5.930245871121536
320,Bathinda,Talwandi Sabo,Gahlewala,45750.0,Purchase Centre,4575.0,31.0,13.935483870967742,5.549387256691604
321,Bathinda,Talwandi Sabo,Chathewala,65250.0,Purchase Centre,6525.0,30.0,19.566666666666666,9.558110234997702
322,Bathinda,Talwandi Sabo,Jaggs ram tirath,52500.0,Purchase Centre,5250.0,30.0,17.933333333333334,7.413563214826583
323,Bathinda,Talwandi Sabo,Jivan singh wala,52500.0,Purchase Centre,5250.0,30.0,19.7,7.081544736995519
324,Bathinda,Talwandi Sabo,Tiona pujaria,52500.0,Purchase Centre,5250.0,30.0,16.666666666666668,7.350033231608352
325,Bathinda,Talwandi Sabo,Nanglan,78750.0,Purchase Centre,7875.0,30.0,19.766666666666666,11.122153516768897
326,Bathinda,Talwandi Sabo,Natheha,52500.0,Purchase Centre,5250.0,30.0,17.8,8.210170311980386
327,Bathinda,Talwandi Sabo,Behman jassa singh,61500.0,Purchase Centre,6150.0,30.0,19.966666666666665,10.61385994765833
328,Bathinda,Talwandi Sabo,Bhagibander,107250.0,Purchase Centre,10725.0,30.0,26.8,15.414726501091357
329,Bathinda,Talwandi Sabo,Rayian,26250.0,Purchase Centre,2625.0,42.0,163.0,137.59537712030172
330,Bathinda,Talwandi Sabo,Lehri,39750.0,Purchase Centre,3975.0,30.0,14.466666666666667,5.575397516882932
331,Bathinda,Talwandi Sabo,Lelewala,68250.0,Purchase Centre,6825.0,30.0,20.4,8.5403706614223
332,Bathinda,Maud,Sandoha,52500.0,Purchase Centre,5250.0,29.0,15.827586206896552,6.525055913921579
333,Bathinda,Maud,Kamalu (svech),116250.0,Purchase Centre,11625.0,29.0,19.03448275862069,12.793644512080123
334,Bathinda,Maud,Kutiwal kalan,39750.0,Purchase Centre,3975.0,24.0,12.916666666666666,5.625382434664499
335,Bathinda,Maud,Kutiwal khurd,52500.0,Purchase Centre,5250.0,29.0,15.310344827586206,7.116898643750569
336,Bathinda,Maud,Kotli khurd,44250.0,Purchase Centre,4425.0,29.0,14.206896551724139,6.49383944511383
337,Bathinda,Maud,Gehri baran singh,26250.0,Purchase Centre,2625.0,24.0,10.708333333333334,3.316351671007932
338,Bathinda,Maud,Ghuman kalan,65250.0,Purchase Centre,6525.0,37.0,23.243243243243242,15.279625877846843
339,Bathinda,Maud,Ghuman khurd,32670.0,Purchase Centre,3267.0,21.0,11.571428571428571,3.9946392649578333
340,Bathinda,Maud,Chanarthal,52500.0,Purchase Centre,5250.0,30.0,61.93333333333333,47.65677093647822
341,Bathinda,Maud,Jodhpur pakhar,87750.0,Purchase Centre,8775.0,26.0,20.0,13.038404810405298
342,Bathinda,Maud,Dhikh,52500.0,Purchase Centre,5250.0,25.0,16.4,6.701989754294368
343,Bathinda,Maud,Thamngarh,26250.0,Purchase Centre,2625.0,22.0,10.454545454545455,3.2030829305124553
344,Bathinda,Maud,Dhigar,55862.5,Purchase Centre,5586.25,28.0,12.0,6.997353997259461
345,Bathinda,Maud,Nandgarh kotra,52500.0,Purchase Centre,5250.0,29.0,11.620689655172415,7.627084226170801
346,Bathinda,Maud,Pind kotbhrar,43560.0,Purchase Centre,4356.0,22.0,13.181818181818182,5.333062763699527
347,Bathinda,Maud,Pind nat,27225.0,Purchase Centre,2722.5,20.0,13.0,2.9019050004400464
348,Bathinda,Maud,Peerkot,80250.0,Purchase Centre,8025.0,23.0,20.347826086956523,10.429890157410679
349,Bathinda,Maud,Banawala,43560.0,Purchase Centre,4356.0,35.0,39.05714285714286,11.889052940917239
350,Bathinda,Maud,Burj,52500.0,Purchase Centre,5250.0,27.0,14.37037037037037,6.737656224237878
351,Bathinda,Maud,Burj sema,66750.0,Purchase Centre,6675.0,27.0,14.962962962962964,9.744748019323742
352,Bathinda,Maud,Bhai bakhtour,52500.0,Purchase Centre,5250.0,23.0,15.434782608695652,6.638907953438521
353,Bathinda,Maud,Mayisar khana,52500.0,Purchase Centre,5250.0,24.0,15.291666666666666,7.238058631540861
354,Bathinda,Maud,Mansa kalan,43560.0,Purchase Centre,4356.0,21.0,11.380952380952381,5.945386366555084
355,Bathinda,Maud,Raikhana,44250.0,Purchase Centre,4425.0,29.0,14.172413793103448,6.0596379283468815
356,Bathinda,Maud,Ramnagar,43560.0,Purchase Centre,4356.0,25.0,41.0,17.816191138025733
357,Bathinda,Bhargta Bhaika,Adampura,47250.0,Purchase Centre,4725.0,34.0,17.323529411764707,6.953179295638116
358,Bathinda,Bhargta Bhaika,Slabtpura,75000.0,Purchase Centre,7500.0,34.0,19.764705882352942,11.265551738440488
359,Bathinda,Bhargta Bhaika,Siriyewala,71250.0,Purchase Centre,7125.0,31.0,18.322580645161292,11.762616196448231
360,Bathinda,Bhargta Bhaika,Kangar,55500.0,Purchase Centre,5550.0,30.0,16.0,6.903272587243901
361,Bathinda,Bhargta Bhaika,Gumti kalan,78750.0,Purchase Centre,7875.0,33.0,20.818181818181817,10.12871705058983
362,Bathinda,Bhargta Bhaika,Gurusar,99000.0,Purchase Centre,9900.0,31.0,50.483870967741936,33.116834558616794
363,Bathinda,Bhargta Bhaika,Ghaniya,51750.0,Purchase Centre,5175.0,33.0,14.787878787878787,7.716692846346063
364,Bathinda,Bhargta Bhaika,Diyanpura bhaika,54000.0,Purchase Centre,5400.0,33.0,15.0,6.946221994724902
365,Bathinda,Bhargta Bhaika,Diyalpura mirza,78750.0,Purchase Centre,7875.0,30.0,17.333333333333332,12.329760277708045
366,Bathinda,Bhargta Bhaika,Neyur,26250.0,Purchase Centre,2625.0,29.0,11.862068965517242,3.5529076415465126
367,Bathinda,Bhargta Bhaika,Burj rajgarh,59010.19,Purchase Centre,5901.019,26.0,18.46153846153846,8.561452069506757
368,Bathinda,Bhargta Bhaika,Bhodipura,81750.0,Purchase Centre,8175.0,32.0,23.21875,12.24938280209489
369,Bathinda,Goniana,Aklia kalan,43000.0,Purchase Centre,4300.0,34.0,11.176470588235293,4.776651472212258
370,Bathinda,Goniana,Ablu,63500.0,Purchase Centre,6350.0,32.0,15.71875,7.497244117329961
371,Bathinda,Goniana,Saviyan,55000.0,Purchase Centre,5500.0,34.0,15.117647058823529,6.682245611851774
372,Bathinda,Goniana,Harraipur,102000.0,Purchase Centre,10200.0,33.0,22.87878787878788,13.637626204176753
373,Bathinda,Goniana,Kali nihal singh wala,62500.0,Purchase Centre,6250.0,34.0,14.558823529411764,7.687814744364748
374,Bathinda,Goniana,Kothe nathe singh wala,36250.0,Purchase Centre,3625.0,34.0,12.117647058823529,5.007659018079678
375,Bathinda,Goniana,Kothesandhua,49500.0,Purchase Centre,4950.0,34.0,13.294117647058824,7.094724509417376
376,Bathinda,Goniana,Khayali wala,33000.0,Purchase Centre,3300.0,34.0,11.794117647058824,3.391427801265168
377,Bathinda,Goniana,Khemuana,43000.0,Purchase Centre,4300.0,34.0,12.941176470588236,6.070001629826492
378,Bathinda,Goniana,Ganga nathana,70000.0,Purchase Centre,7000.0,33.0,13.848484848484848,7.263441041102747
379,Bathinda,Goniana,Janda wala,80000.0,Purchase Centre,8000.0,34.0,16.352941176470587,9.682481377869959
380,Bathinda,Goniana,Jida,127500.0,Purchase Centre,12750.0,34.0,25.91176470588235,19.503484765640348
381,Bathinda,Goniana,Daon,110000.0,Purchase Centre,11000.0,34.0,27.264705882352942,14.450141707451136
382,Bathinda,Goniana,Dan singh wala,44500.0,Purchase Centre,4450.0,33.0,16.151515151515152,4.3883454464724805
383,Bathinda,Goniana,Nehia wala,187500.0,Purchase Centre,18750.0,34.0,29.264705882352942,23.020819067030047
384,Bathinda,Goniana,Barkandi,22500.0,Purchase Centre,2250.0,33.0,21.666666666666668,9.296056511589562
385,Bathinda,Goniana,Balahad mehama,40500.0,Purchase Centre,4050.0,31.0,13.741935483870968,3.974650860436121
386,Bathinda,Goniana,Bhokhda,52500.0,Purchase Centre,5250.0,33.0,15.848484848484848,6.543705048179952
387,Bathinda,Bhucho,Sema,63750.0,Purchase Centre,6375.0,22.0,26.0,8.205689083394114
388,Bathinda,Bhucho,Harkisanpura,30000.0,Purchase Centre,3000.0,25.0,10.44,3.753664875824692
389,Bathinda,Bhucho,Gill khurd,40500.0,Purchase Centre,4050.0,24.0,12.0,5.7180112079212515
390,Bathinda,Bhucho,Jhaduke,70500.0,Purchase Centre,7050.0,25.0,74.12,32.04205569768166
391,Bathinda,Bhucho,Tungwali,240000.0,Purchase Centre,24000.0,28.0,45.92857142857143,19.74078044805759
392,Bathinda,Bhucho,Dolatpura,34500.0,Purchase Centre,3450.0,25.0,11.32,4.279018579066933
393,Bathinda,Bhucho,Mansa khurd,31500.0,Purchase Centre,3150.0,25.0,12.04,3.310085598087559
394,Bathinda,Bhucho,Lehra bega,78750.0,Purchase Centre,7875.0,16.0,23.5,12.516655570345725
395,Bathinda,Bhucho,Lehra muhabat,270000.0,Purchase Centre,27000.0,25.0,48.16,18.85400045967257
396,Bathinda,Rampuraphool,Jiod,26250.0,Purchase Centre,2625.0,24.0,9.666666666666666,4.410133259020507
397,Bathinda,Rampuraphool,Allike,32670.0,Purchase Centre,3267.0,21.0,10.047619047619047,4.271723194171065
398,Bathinda,Rampuraphool,Sadana,49500.0,Purchase Centre,4950.0,27.0,18.296296296296298,6.97145175706894
399,Bathinda,Rampuraphool,Sandukhurd,78750.0,Purchase Centre,7875.0,25.0,18.2,11.951290027998368
400,Bathinda,Rampuraphool,Sooch,26250.0,Purchase Centre,2625.0,27.0,10.925925925925926,3.709923552249125
401,Bathinda,Rampuraphool,Selwrah,112500.0,Purchase Centre,11250.0,28.0,30.785714285714285,15.71354014585332
402,Bathinda,Rampuraphool,Kradwala,65250.0,Purchase Centre,6525.0,25.0,20.6,8.558621384311845
403,Bathinda,Rampuraphool,Kaloke,58500.0,Purchase Centre,5850.0,28.0,17.357142857142858,9.354002057801491
404,Bathinda,Rampuraphool,Kotda kodeya wala,71500.0,Purchase Centre,7150.0,23.0,21.869565217391305,10.08285830608332
405,Bathinda,Rampuraphool,Khokhar,58500.0,Purchase Centre,5850.0,28.0,62.035714285714285,28.778183793176776
406,Bathinda,Rampuraphool,Ghandavana,91500.0,Purchase Centre,9150.0,25.0,24.36,12.569407305040283
407,Bathinda,Rampuraphool,Chotian,78750.0,Purchase Centre,7875.0,28.0,43.75,23.19582497554886
408,Bathinda,Rampuraphool,Jethoke,32670.0,Purchase Centre,3267.0,26.0,11.846153846153847,3.926243066263806
409,Bathinda,Rampuraphool,Dulewala,31500.0,Purchase Centre,3150.0,26.0,12.538461538461538,3.624701579228493
410,Bathinda,Rampuraphool,Patho,67500.0,Purchase Centre,6750.0,27.0,18.962962962962962,7.7035530338103975
411,Bathinda,Rampuraphool,Papili (kothe),38250.0,Purchase Centre,3825.0,22.0,14.545454545454545,5.595297964126602
412,Bathinda,Rampuraphool,Phulewala,78750.0,Purchase Centre,7875.0,24.0,20.666666666666668,12.37341704119611
413,Bathinda,Rampuraphool,Ballo,57750.0,Purchase Centre,5775.0,27.0,17.85185185185185,7.2891051666891284
414,Bathinda,Rampuraphool,Bugara,63750.0,Purchase Centre,6375.0,22.0,17.227272727272727,10.45594758148872
415,Bathinda,Rampuraphool,Buraj mansa,36000.0,Purchase Centre,3600.0,20.0,14.15,5.122448016740679
416,Bathinda,Rampuraphool,Bhundad,61500.0,Purchase Centre,6150.0,28.0,21.0,8.32221480492178
417,Bathinda,Rampuraphool,Rayian,54450.0,Purchase Centre,5445.0,42.0,163.0,137.59537712030172
418,Bathinda,Rampuraphool,Ramnvas,66750.0,Purchase Centre,6675.0,26.0,21.26923076923077,9.097505998053279
419,Bathinda,Rampuraphool,Rampura,63000.0,Purchase Centre,6300.0,28.0,67.0,44.7569568356159
420,Bathinda,Bathinda,Sergarh,30750.0,Purchase Centre,3075.0,34.0,12.176470588235293,3.334580871716538
421,Bathinda,Bathinda,Gehri devi nagar,49500.0,Purchase Centre,4950.0,34.0,15.882352941176471,7.018437648306987
422,Bathinda,Bathinda,Chughekhurd,28500.0,Purchase Centre,2850.0,34.0,11.764705882352942,3.766348794815315
423,Bathinda,Bathinda,Jodhpur romana,26250.0,Purchase Centre,2625.0,34.0,11.764705882352942,3.2009356920770586
424,Bathinda,Bathinda,Nasibpura,78750.0,Purchase Centre,7875.0,34.0,23.705882352941178,11.735802284397392
425,Bathinda,Bathinda,Naruana,26250.0,Purchase Centre,2625.0,34.0,11.794117647058824,3.0824961526649624
426,Bathinda,Bathinda,Behman deewana,24000.0,Purchase Centre,2400.0,34.0,9.676470588235293,1.6277999325226848
427,Bathinda,Bathinda,Bahoyatri,26250.0,Purchase Centre,2625.0,34.0,11.529411764705882,3.0672788662744312
428,Bathinda,Bathinda,Buladewala,43560.0,Purchase Centre,4356.0,32.0,15.28125,5.407488087768186
429,Bathinda,Bathinda,Bhagu,52500.0,Purchase Centre,5250.0,43.0,32.13953488372093,12.380055764450216
430,Bathinda,Bathinda,Mehta,52500.0,Purchase Centre,5250.0,43.0,84.27906976744185,52.17750180252173
431,Bathinda,Rama,Sekhu,78750.0,Purchase Centre,7875.0,41.0,20.51219512195122,11.45670535367719
432,Bathinda,Rama,Kot bakhtu,112500.0,Purchase Centre,11250.0,43.0,19.837209302325583,12.577247470386357
433,Bathinda,Rama,Giana,108750.0,Purchase Centre,10875.0,43.0,24.162790697674417,15.705519552295314
434,Bathinda,Rama,Gatwali,21780.0,Purchase Centre,2178.0,42.0,7.857142857142857,3.1897046928947144
435,Bathinda,Rama,Jajal,26250.0,Purchase Centre,2625.0,38.0,8.5,4.310577812901778
436,Bathinda,Rama,Jodhpur bagefald,30750.0,Purchase Centre,3075.0,43.0,11.30232558139535,4.206202244310692
437,Bathinda,Rama,Tarkhanwal,110250.0,Purchase Centre,11025.0,43.0,24.325581395348838,15.459195029607951
438,Bathinda,Rama,Bangi kalan,112500.0,Purchase Centre,11250.0,43.0,22.046511627906977,18.133044669059295
439,Bathinda,Rama,Bangi rughu,26250.0,Purchase Centre,2625.0,30.0,9.3,4.02706361748984
440,Bathinda,Rama,Bhagwangad,72000.0,Purchase Centre,7200.0,28.0,19.535714285714285,9.24755079830307
441,Bathinda,Rama,Mallanwala,105000.0,Purchase Centre,10500.0,30.0,18.6,11.595480689207891
442,Bathinda,Rama,Mahinangal,52500.0,Purchase Centre,5250.0,41.0,13.975609756097562,6.980285828238155
443,Bathinda,Rama,Manwala,48750.0,Purchase Centre,4875.0,43.0,9.534883720930232,5.754289651287911
444,Bathinda,Rama,Laleana,52500.0,Purchase Centre,5250.0,43.0,13.488372093023257,7.902296510759677
445,Bathinda,Sangat,Chak ruldu singh,39000.0,Purchase Centre,3900.0,27.0,14.555555555555555,4.862203784399174
446,Bathinda,Sangat,Jai singh wala,45750.0,Purchase Centre,4575.0,34.0,16.823529411764707,5.154995154659534
447,Bathinda,Sangat,Pakka khurd,38250.0,Purchase Centre,3825.0,34.0,14.588235294117647,4.856221545660244
448,Bathinda,Sangat,Pathrala,123750.0,Purchase Centre,12375.0,36.0,36.44444444444444,17.434685370497917
449,Bathinda,Sangat,Bandi,73500.0,Purchase Centre,7350.0,34.0,23.676470588235293,9.803278945070687
450,Bathinda,Nathana,Ganga,45000.0,Purchase Centre,4500.0,28.0,12.357142857142858,3.3907749110423864
451,Bathinda,Nathana,Gadid,52500.0,Purchase Centre,5250.0,29.0,15.310344827586206,6.3476848888611235
